MACHINE_TYPE,OPERATION,NORMALIZED_MILESTONE,NOTIFICATION_NUMBER,NOTIFICATION_DESCRIPTION,CAUSE_TEXT,BREAKDOWN_DURATION_MIN,Air_Issue_number,Air_Issue_Summary,Air_Issue_Status,ME_FUNCTIONAL_CLUSTER,B_CODE,Issue_Functional_cluster,Issue_Owner,Initiator,Solver,Leading_issue,Issue_Ownership_FC,FC_Match,Combined_FC,Artificial_Issue_Owner,Final_FC_score,Final_FC_topk,Artificial_Issue_Owner_Confidence,Order_number,Order_type,Variable_1_desc,Variable_3_desc,CC_Variable_1_desc_active,Equipment_affected_description,Bucketing_App_Owner,Order_number_norm,Functional_Cluster_Final_Owner,Final_Owner_Tier,BREAKDOWN_DURATION_HRS
NXT1980FI,M281066_T,MS02B,211118072,CDA Z10 connection damaged,z10 on IH UPW was damaged,0,P879789, IH UPW - CDA Z10 Damaged,Open,014,B3 - Material damaged contaminated lost,FC-057,amartin,amartin,,,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,TRUE,FC-057 | FC-014 Thermal architecture; FC-057 EC&I Infrastructure,,,,,,,,,,,,,FC-057,Official_AIR,0
NXT1980FI,M301881_T,MS02B,210933649,HIEI.06 - Failed - IH-121E,Z3 interpolator NOK,592.2833333,,,,015,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-015,MOID,9.871388888888882
NXT1980FI,M1930810_T,MS02B,211019177,HLSC - OOS - Plate 1 and 2,file name NOK,0,,,,012,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,211019177,Disturbance notif.,FC-012 PR/IC,5. Incident,FC-012 PR/IC,NXT4:1980FI,FC-012,211019177,FC-012,Bucketing_App_Owner,0
NXT1980FI,M293582_T,MS02B,211075339,DO init - DC-FD9A SERVICE,wrong cable bundle connected,125.7166667,P769146,B3 - Procedure is not followed - System Integration NXT - 24Q2,Closed,010,B2 - Materials quality/ Upstream quality,,wibaselm,wibaselm,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-010,MOID,2.0952777777777833
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,210922330,No capa du to meeting,no manpower,0,P756702,B3 - No manpower / Team meeting - NXT Prepack 2024,Open,IC16,B3 - No manpower,,mthijss2,mthijss2,,,IC-016 Sequence integration; None No functions,FALSE,IC-016 Sequence integration; None No functions,IC-016,0.025639438368330682,IC-016:0.026,Low,,,,,,,,,IC-016,Artificial_Issue_Owner,0
NXT1980FI,M302062_T,MS02B,211185067,HIAP - Failed - IH-121E,IH cable hanging too low,140.4833333,,,,015,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,211185067,Disturbance notif.,FC-015 IH,5. Incident,FC-015 IH,NXT4:1980FI,FC-015,211185067,FC-015,Bucketing_App_Owner,2.3413888888888836
NXT1980FI,M301722_T,MS03-06,210768407,HICC - Failed - WI-C30A,Suspecting the vacuum design wvac I pump,2901.083333,P680653,24V TWIN VACUUM PUMP ASSY is not able to empty the WVACI tank,Open,015,B2 - Materials quality/ Upstream quality,FC-057,kbecelae,marpas,ropeter1,,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,TRUE,FC-057 | FC-014 Thermal architecture; FC-057 EC&I Infrastructure,,,,,,,,,,,,,FC-057,Official_AIR,48.35138888888883
NXT1980FI,M301722_T,MS03-06,210768407,HICC - Failed - WI-C30A,Suspecting the vacuum design wvac I pump,2901.083333,P745222,Faulty WVAC-I pump,Aborted,015,B2 - Materials quality/ Upstream quality,,jvanbrie,bherrema,,P740198,,FALSE,,,,,NoEvidence,,,,,,,,,FC-015,MOID,48.35138888888883
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,211069417,team meeting (fixed),team meeting (fixed),244.2666667,P804089,B3 - No manpower - Fixed NXT Prepack 2024,Open,IC16,B3 - No manpower,,micwille,mthijss2,,,IC-016 Sequence integration; None No functions,FALSE,IC-016 Sequence integration; None No functions,IC-016,0.022033313601178384,IC-016:0.022,Low,,,,,,,,,IC-016,Artificial_Issue_Owner,4.071111111111117
NXT1980FI,M33281452_T,MS02B,210786018,WH Init Failed - PG-2301,"Unclear, PG-2301 seems not related",356.6166667,,,,015,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,210786018,Disturbance notif.,FC-001 WH,,FC-001 WH,NXT4:1980FI,FC-001,210786018,FC-001,Bucketing_App_Owner,5.9436111111111165
NXT1980FI,M38747486_T,MS02B,210998715,config2vp Script finished with a warning,config2vp Script finished with a warning,19.98333333,,,,024,B7 - Machine SW tooling (see comment),,,,,,,FALSE,,,,,NoEvidence,210998715,Disturbance notif.,FC-027 SUS,,FC-027 SUS,NXT4:1980FI,FC-027,210998715,FC-027,Bucketing_App_Owner,0.333055556
NXT1980FI,M12306850_T,MS12-13,210825392,DIDT SEM results not available,No SEM results are available,688.1166667,,,,IC02,B7 - Procedure issue,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-002,MOID,11.468611111111118
NXT1980FI,M42897079_T,MS,211019600,WH Init  - Failed - WH-9F02,SW hick up in WH SHB PLC,255.6833333,,,,063,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,211019600,Disturbance notif.,FC-001 WH,,FC-001 WH,NXT4:1980FI,FC-001,211019600,FC-001,Bucketing_App_Owner,4.261388888888884
NXT1980FI,M12236877_T,MS03-06,210886453,WBST -NOK,RCA ongoing,248.2666667,P335411,Sustapeek Introduction to Mk5-7,Open,001,B2 - Materials quality/ Upstream quality,FC-001,rovoets,wbobrows,nschmitz,,,FALSE,FC-001,,,,,,,,,,,,,FC-001,Official_AIR,4.137777777777783
NXT1980FI,M307267_T,MS03-06,210811486,BMAA - Failed - AS-070A,Wrong MC on PARIS LAYOUT,18.78333333,P682473,GNPI PARIS MC's not set to redundant mark set (SF) by default after install patch 903520,Closed,061,B8 - Design (HW/SW),FC-005,melmizar,bginneke,,,,FALSE,FC-005,,,,,210811486,Disturbance notif.,FC-061 ME-WA,7. Structural - added to AIR,FC-061 ME-WA,NXT4:1980FI,FC-061,210811486,FC-005,Official_AIR,0.313055556
NXT1980FI,M5340114_P_5L,MS14C,211140230,Missing type plates and shockrecorders,Ordered Type plates and shock recorders,0,,,,019,B1 - Material Availability,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-019,MOID,0
NXT1980FI,M27600952_T,MS02B,211144463,Incorrect quantity-WTCU materials in BOM,ROUGHN PUCK placed wrong in BOM,189.8833333,,,,003,B7 - Procedure issue,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-003,MOID,3.164722222222217
NXT1980FI,M314475_T,MS03-06,210983176,IP - Failed - MG-2E00,unknown,25.88333333,,,,012,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-012,MOID,0.4313888888888883
NXT1980FI,M477191_T_1980,MS03-06,211032512,flexray related errors show up,Hiccup in SACR,21.38333333,,,,015,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-015,MOID,0.35638888888888837
NXT1980FI,M4935333_T,MS03-06,210876268,HITV.03 - OOC - Open Loop Results,RCWC mixing valve WARM/COLD not stable,42.85,,,,015,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-015,MOID,0.7141666666666667
NXT1980FI,M24356025_P,MS14C,211120273,No block 2 available,unkown,123.65,P691095,B1 - Material Availability  - System Integration NXT,Open,014,B1 - Material Availability,,egiskes,jvanbrie,,,,FALSE,,,,,NoEvidence,211120273,Disturbance notif.,FC-057 CT,7. Structural - added to AIR,FC-057 CT,NXT4:1980FI,FC-057,211120273,FC-057,Bucketing_App_Owner,2.0608333333333335
NXT1980FI,M4151476_T,MS12-13,211126357,WS SS lift tool not available,No tool available,0,,,,IC01,B4 - Availability Toolcabin,,,,,,,FALSE,,,,,NoEvidence,211126357,Disturbance notif.,FC-003 WS,,FC-003 WS,NXT4:1980FI,FC-003,211126357,FC-003,Bucketing_App_Owner,0
NXT1980FI,M28020479_T,MS11,210583711,LENS CONTAMINATION CHECK WITH CSR NOK,Lens contamination,1930.466667,P505964,Pilots and Proto's are facing lens contamination related issues with a long CT impact on production,Closed,012,B8 - Design (HW/SW),FC-012,fjansen1,obresser,sasheikh,,,FALSE,FC-012,,,,,,,,,,,,,FC-012,Official_AIR,32.174444444444504
NXT1980FI,M330597_T,MS03-06,211139179,FULL INIT - FAILED - MG-2E00,AGMB in IMCR slot 10 and 11,138.0166667,,,,001,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-001,MOID,2.3002777777777834
NXT1980FI,M314559_T,MS03-06,210757932,PISS.02  - OOL - Sensor Functionality,LSDB sensor box shows too much crosstalk,866.8166667,P671882,PISS sensor functionality ratio out of limits,Open,012,B8 - Design (HW/SW),FC-012,moconno1,tpellaer,,,,FALSE,FC-012,,,,,,,,,,,,,FC-012,Official_AIR,14.44694444444445
NXT1980FI,M271756_T,MS,210908358,Confirm Patch Level Freeze,Sequence has 3 freeze points,33.16666667,,,,024,B7 - Sequence issue,,,,,,,FALSE,,,,,NoEvidence,210908358,Disturbance notif.,FC-027 SUS,,FC-027 SUS,NXT4:1980FI,FC-027,210908358,FC-027,Bucketing_App_Owner,0.5527777777777784
NXT1980FI,M309118_T,MS,210924294,EMBIEX - Failed - KC-3113,laser issues,117.4833333,,,,064,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,210924294,Disturbance notif.,FC-009 DC,5. Incident,FC-009 DC,NXT4:1980FI,FC-009,210924294,FC-009,Bucketing_App_Owner,1.9580555555555499
NXT1980FI,M24691198_T,MS03-06,211192608,QRRL.01 - OOS - CCM0- Optimal Cost,CCMO tilt,457.9,,,,004,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-004,MOID,7.631666666666666
NXT1980FI,M10094804_T,MS02B,210880004,Unable to unload reticle,Unable to unload reticle,11.63333333,,,,002,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-002,MOID,0.19388888888888836
NXT1980FI,M300722_T,MS,211032189,SZDR.27 - OOS - Camera Position,Flexwave not calibrated yet,32.31666667,P592959,The first run of SZDR in the sequence being NOK on camera grating position when using the LSUv2 reticle,Open,008,B7 - Sequence issue,,vpavelye,pavernoo,rstaal,,,FALSE,,,,,NoEvidence,211032189,Disturbance notif.,FC-008 ZK,7. Structural - added to AIR,FC-008 ZK,NXT4:1980FI,FC-008,211032189,FC-008,Bucketing_App_Owner,0.5386111111111116
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,210887923,Missing CA BSBM,No material available,0,P696910,4C-Clean assy Lost -Prepack,Aborted,IC16,B1 - Material Availability,,rberix,rling,,P748535,IC-016 Sequence integration,FALSE,IC-016 Sequence integration,IC-016,0.023676055329061692,IC-016:0.024,Low,,,,,,,,,IC-016,Artificial_Issue_Owner,0
NXT1980FI,M28795113_T,MS,211193724,SPC  - DYPENT_SEPEQ2 - OOC - 375799,MAFF nor ran yet,0,P820233,Workprep NOK by TCKD (only for bucketing),Open,032,B7 - Sequence issue,FC-032,trchrist,trchrist,,,FC-031 Stage Position Measurement; FC-032 System Dynamics,TRUE,FC-032 | FC-031 Stage Position Measurement; FC-032 System Dynamics,,,,,211193724,Disturbance notif.,FC-032 AM/DY,7. Structural - added to AIR,FC-032 AM/DY,NXT4:1980FI,FC-032,211193724,FC-032,Official_AIR,0
NXT1980FI,M3151397_T,MS03-06,211193075,PWPS - Failed - WP-2C05,PPL P2 pressure sensor zero offset NOK,1250.1,P818574,PPL-DHA (All MK5 PMs) Pressure Sensor Offset Drift (oil leakage),Open,003,B2 - Materials quality/ Upstream quality,FC-003,skappel,dwhorisk,roheuts,,FC-003 Wafer Positioning,TRUE,FC-003 | FC-003 Wafer Positioning,,,,,,,,,,,,,FC-003,Official_AIR,20.834999999999997
NXT1980FI,M5888154_T,MS02B,210662412,WS script NOK,CF unit missing PM BOM,135.45,,,,003,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-003,MOID,2.2575
NXT1980FI,M29691014_T,MS,210956634,ETX not working.,Network hiccup,350.3333333,P573572,[Collecting Data] B6 Factory Process Support SW Hickup / Machine SW Tooling,Open,012,B7 - Machine SW tooling (see comment),,weiss,weiss,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-012,MOID,5.838888888888883
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,210701385,support cover tiger print rssu,vendor fault,0,P710331,Cosmetic deviations on cover RSSU.,Closed,IC16,B2 - Materials quality/ Upstream quality,FC-033,mhamblok,verhoef,mhamblok,,"FC-019 Install, Handling and Transport; FC-020 Mechanical System Layout; FC-033 Mechanical constructions",TRUE,"FC-033 | FC-019 Install, Handling and Transport; FC-020 Mechanical System Layout; FC-033 Mechanical constructions",,,,,,,,,,,,,FC-033,Official_AIR,0
NXT1980FI,M23793774_T,MS,210828687,CME1079.PER - OOC - ETPTNW,Traces left on by TS made ETPTNW OOSPC,426.8166667,,,,IC05,B3 - Skills / training needed,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-005,MOID,7.113611111111116
NXT1980FI,M307267_T,MS03-06,211072711,Check Puck Location,WTCU VSO cannot identify puck correctly,0,,,,061,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-061,MOID,0
NXT1980FI,M330310_T,MS03-06,211125512,broken foup door,door damaged foup stuck in system,0,,,,001,B9 - Process Lab,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-001,MOID,0
NXT1980FI,M32307508_P,MS14C,211137009,Material missing 4022.656.86831,material lost,0,,,,014,B1 - Material Availability,,,,,,,FALSE,,,,,NoEvidence,211137009,Disturbance notif.,FC-057 CT,5. Incident,FC-057 CT,NXT4:1980FI,FC-057,211137009,FC-057,Bucketing_App_Owner,0
NXT1980FI,M6320943_T,MS02B,211129383,WH not coupled properly,WH was not coupled,69.11666667,,,,IC16,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,211129383,Disturbance notif.,FC-001 WH,1. New,FC-001 WH,NXT4:1980FI,FC-001,211129383,FC-001,Bucketing_App_Owner,1.151944444444445
NXT1980FI,M12236877_T,MS03-06,211139489,WBST NOK,Contaminated WH,334.2333333,P335411,Sustapeek Introduction to Mk5-7,Open,001,B2 - Materials quality/ Upstream quality,FC-001,rovoets,wbobrows,nschmitz,,,FALSE,FC-001,,,,,,,,,,,,,FC-001,Official_AIR,5.570555556
NXT1980FI,M12236877_T,MS03-06,211139489,WBST NOK,Contaminated WH,334.2333333,P719817,WBST NOK: Cycle time improvement for TF,Open,001,B2 - Materials quality/ Upstream quality,FC-001,maalpe,rovoets,nschmitz,,,FALSE,FC-001,,,,,,,,,,,,,FC-001,Official_AIR,5.570555556
NXT1980FI,M323743_T,MS03-06,211129445,RIAR - Failed - RI-1007,PPD-2 POLYGON MOTOR SPEED: 4.0 Hz,251.65,,,,002,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-002,MOID,4.194166666666667
NXT1980FI,M298080_T,MS,211148402,ODSP - OOS - Spot sensor,OSDP OOS - Spot sensor,41.03333333,,,,009,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-009,MOID,0.6838888888888884
NXT1980FI,M27330731_T,MS03-06,211029522,NO CAPA - manufacturing day,No manpower,196.8,P705877,B3 - Work Center SP Man Power issues '23,Aborted,009,B3 - No manpower,,wolinden,robibakk,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-009,MOID,3.2800000000000002
NXT1980FI,M301626_T,MS02B,210805636,HIHS - Failed - IH-1010,related to DN210803114,113.9333333,,,,015,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-015,MOID,1.8988888888888833
NXT1980FI,M42897079_T,MS,211018399,WI - Failed - WI-E498,WVACI Pump NOK,553.8666667,,,,063,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-063,MOID,9.231111111111117
NXT1980FI,M17505694_T,MS02B,211102208,HWWZ failed WB-300B LR pos.error,Stage down during HWWL,330.5166667,,,,001,B3 - Procedure / process is not followed,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-001,MOID,5.508611111111117
NXT1980FI,M271767_T,MS14A,210923847,EMLET - Failed - FAILED CT NOK for Produ,CtPuPresXchaManSetP is at 10%,160.7,P494824,[ARTIC] Strange hick-up in XCHA setpoint on mAS73 - Pr62 (NXT2050),Aborted,024,B8 - Design (HW/SW),FC-057,asmets,smashagh,,,,FALSE,FC-057,,,,,210923847,Disturbance notif.,FC-057 CT,7. Structural - added to AIR,FC-057 CT,NXT4:1980FI,FC-057,210923847,FC-057,Official_AIR,2.6783333333333332
NXT1980FI,M3151397_T,MS03-06,210988868,PWPV.01 - OOS - Chuck1 Standstill Check,Chuck 1 Standstill Supply NOK,121.9166667,P788324,PWPV out of limits during MS0306 while PWPS was adjusted in spec before,Open,003,B8 - Design (HW/SW),FC-003,skappel,jleefsma,thoeven,,,FALSE,FC-003,,,,,,,,,,,,,FC-003,Official_AIR,2.031944444
NXT1980FI,M2814636_T,MS,211119151,EGBPEX Recovery Profiled Incorrectly,Procedures profiled incorrectly,42.35,P744281,B3 - TF FAB NXT EXE Work Center SP Workmanship issues '24,Open,064,B3 - Procedure / process is not followed,,ppreez,mbourzgu,,,FC-028 Lot - Production Control; IC-004 Overlay Performance; IC-005 Productivity,FALSE,FC-028 Lot - Production Control; IC-004 Overlay Performance; IC-005 Productivity,IC-005,0.01803863,IC-005:0.018; FC-028:0.005,Low,,,,,,,,,IC-005,Artificial_Issue_Owner,0.7058333333333333
NXT1980FI,M10094804_T,MS02B,210991105,Facility Stop 2024,Facility Stop 2024,52.01666667,,,,002,B5 - Facility,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-002,MOID,0.8669444444444451
NXT1980FI,M25050483_T,MS03-06,211086745,CDA Z9 Hose popped off,CDA Z9 hose in EIM popped off,154.8,,,,062,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,211086745,Disturbance notif.,FC-057 CT,2. Follow-up needed,FC-057 CT,NXT4:1980FI,FC-057,211086745,FC-057,Bucketing_App_Owner,2.58
NXT1980FI,NON EXECUTION- DN CREATION STEP-5L,MS14C,210918656,WH TT incomplete,Tool incomplete,0,,,,IC16,B2 - Materials quality/ Upstream quality,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,0
NXT1980FI,M36800099_T,MS,211146713,Check ODTS Sensor Drift,ODTS not rebust for non drifting sensors,0,P746315,[XLD NXT] CD trending & 1st wafer CD jump after idle time for 1980Fi within customer spec but not comparable to ref. 1980Ei,Closed,009,B8 - Design (HW/SW),,sdomingu,nbakhsha,aaguilar,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-009,MOID,0
NXT1980FI,M4469655_T,MS10,211006716,Incorrect WT installed,Wrong WT built in,3748.366667,P480352,"B1: NXT WS BLD Material availability, other",Open,001,B1 - Material Availability,,hhinten,rhuisman,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-001,MOID,62.472777777777836
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,211176773,Only 2 operators available,Meetings,145.8666667,P756702,B3 - No manpower / Team meeting - NXT Prepack 2024,Open,IC16,B3 - No manpower,,mthijss2,mthijss2,,,IC-016 Sequence integration; None No functions,FALSE,IC-016 Sequence integration; None No functions,IC-016,0.021453889268650377,IC-016:0.021,Low,,,,,,,,,IC-016,Artificial_Issue_Owner,2.4311111111111163
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,211176773,Only 2 operators available,Meetings,145.8666667,P804094,B3 - No manpower - Variable NXT Prepack 2024,Open,IC16,B3 - No manpower,,micwille,mthijss2,,,IC-016 Sequence integration; None No functions,FALSE,IC-016 Sequence integration; None No functions,IC-016,0.021453889268650377,IC-016:0.021,Low,,,,,,,,,IC-016,Artificial_Issue_Owner,2.4311111111111163
NXT1980FI,M330283_T,MS03-06,210661235,HWCU - Failed - PG-4805,Position error,400.0833333,,,,001,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-001,MOID,6.668055556
NXT1980FI,M15787096_26915087_T,MS10,210837360,EUGD MS QUALITY NOK,Most likely Thermal issues on first wafe,66.46666667,,,,065,B0 - Undefined,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-065,MOID,1.1077777777777782
NXT1980FI,M16856402_T,MS10,210858624,Number of outliers + failed readout NOK,Wafers in foup C5220 indicated outliers,500.7666667,P479733,[Collecting data] General AIR to solve structural contamination issues in TF,Aborted,065,B4 - Tool Contaminated Toolcabin,,roverhap,jnissen,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-065,MOID,8.346111111111117
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,211078565,no DN is made for loaned transport tools,no DN is made for loaned transport tools,2.733333333,,,,IC16,B3 - Procedure / process is not followed,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,IC-016,MOID,0.045555555555555495
NXT1980FI,M4487561_T,MS02B,211000220,Tool not available,tool not available,124.3833333,P791635,Hiltt kit tooling shortage,Open,057,B4 - Availability Toolcabin,,riraijma,riraijma,,,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,FALSE,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,FC-057,0.060976817,FC-057:0.061; FC-014:0.013,Low,211000220,Disturbance notif.,FC-057 CT,7. Structural - added to AIR,FC-057 CT,NXT4:1980FI,FC-057,211000220,FC-057,Bucketing_App_Owner,2.073055556
NXT1980FI,M4487561_T,MS02B,211000220,Tool not available,tool not available,124.3833333,P699157,B4 - Tooling not available / Defect / incomplete NXT 2023,Open,057,B4 - Availability Toolcabin,,roverhap,thvander,,,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,FALSE,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,FC-057,0.071791427,FC-057:0.072; FC-014:0.011,Low,211000220,Disturbance notif.,FC-057 CT,7. Structural - added to AIR,FC-057 CT,NXT4:1980FI,FC-057,211000220,FC-057,Bucketing_App_Owner,2.073055556
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,211055871,Missing  BRACKET DOCKING LOCK ASSY,Missing  BRACKET DOCKING LOCK ASSY,0,P560186,(ASM22230) WH Mk7.1 prepack lockings (and other sets) are not delivered in a rako box,Open,IC16,B1 - Material Availability,FC-001,kduvvuru,spiresde,,,,FALSE,FC-001,,,,,,,,,,,,,FC-001,Official_AIR,0
NXT1980FI,M5394095_T_2,MS09,210793534,"Cymer laser error ""LS=05""",laser idle for too long/comm issues,45.86666667,,,,015,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-015,MOID,0.764444444
NXT1980FI,M7203989_T,MS02B,211113418,4022.652.15203-FET HILTT not available,Tool not available,0,P791635,Hiltt kit tooling shortage,Open,057,B4 - Availability Toolcabin,,riraijma,riraijma,,,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,FALSE,FC-014 Thermal architecture; FC-057 EC&I Infrastructure,FC-057,0.071949315,FC-057:0.072; FC-014:0.014,Low,211113418,Disturbance notif.,FC-057 CT,7. Structural - added to AIR,FC-057 CT,NXT4:1980FI,FC-057,211113418,FC-057,Bucketing_App_Owner,0
NXT1980FI,M8359680_T_V2,MS,211202551,ENLA.02 - Failed - PG-7406,CH interlock triggered during test,164.4166667,,,,031,B8 - Design (HW/SW),,,,,,,FALSE,,,,,NoEvidence,211202551,Disturbance notif.,FC-031 SP/IF/PC,5. Incident,FC-031 SP/IF/PC,NXT4:1980FI,FC-031,211202551,FC-031,Bucketing_App_Owner,2.7402777777777834
NXT1980FI,NON EXECUTION- DN CREATION STEP-5L,MS14C,211246301,Only one operator.,Only one operator.,2.016666667,P804094,B3 - No manpower - Variable NXT Prepack 2024,Open,IC16,B3 - No manpower,,micwille,mthijss2,,,IC-016 Sequence integration; None No functions,FALSE,IC-016 Sequence integration; None No functions,IC-016,0.018023003301259555,IC-016:0.018,Low,,,,,,,,,IC-016,Artificial_Issue_Owner,0.033611111
NXT1980FI,M23769990_T,MS,211220535,PWP 512 Cycles - OOS - NOK,A lot of contamination on wafer 1,941.2833333,P694638,[DATA GATHERING] - PWP OOS - Particle/fiber contamination NXT,Open,IC03,B3 - Material damaged contaminated lost,IC-003,jfranze1,rheurik,,,FC-063 Image Quality; IC-003 Defectivity Performance,TRUE,IC-003 | FC-063 Image Quality; IC-003 Defectivity Performance,,,,,,,,,,,,,IC-003,Official_AIR,15.688055555555549
NXT1980FI,M325613_T,MS02B,210748126,QRCA.01 - Failed - QR-1400,CFRI issues,98.65,,,,004,B0 - Undefined,,,,,,,FALSE,,,,,NoEvidence,,,,,,,,,FC-004,MOID,1.6441666666666668
NXT1980FI,NON EXECUTION- DN CREATION STEP,MS14C,211174738,Low Capa,Low Capa,0,P745976,B3 - Training / Skills / Material damaged - Prepack NXT 2024,Open,IC16,B3 - No manpower,,jhoog,mhamblok,micwille,P748535,"FC-019 Install, Handling and Transport; FC-020 Mechanical System Layout; FC-033 Mechanical constructions",FALSE,"FC-019 Install, Handling and Transport; FC-020 Mechanical System Layout; FC-033 Mechanical constructions",FC-019,0.15146535533876856,FC-019:0.151; FC-033:0.082,High,,,,,,,,,FC-019,Artificial_Issue_Owner,0
